,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
2975,2016,100.0,100.0,13.09,6.63,80.20989,34015.234,3.441610056684874,13283.77434796745,143
2976,2017,100.0,100.0,12.43,6.54,79.22316,35774.91,3.441610056684874,13283.77434796745,143
2977,2018,100.0,100.0,12.43,5.81,77.71923,35121.086,3.441610056684874,13283.77434796745,143
2978,2019,100.0,100.0,17.64,6.65,77.79354,33892.78,3.441610056684874,13283.77434796745,143
2979,2020,100.0,100.0,32.63816497829233,6.85,78.18309,33193.33,3.441610056684874,13283.77434796745,143
2980,2000,100.0,100.0,17.96,3.9,63.629684,39623.406,3.67237155,10201.30354,144
2981,2001,100.0,100.0,18.67,3.87,63.052486,41459.707,3.216560335,10479.75963,144
2982,2002,100.0,100.0,16.31,3.41,61.232872,41222.29,3.505598057,11777.15566,144
2983,2003,100.0,100.0,16.9,3.08,59.942154,40319.9,2.960260286,14849.03724,144
2984,2004,100.0,100.0,17.77,4.21,63.326782,42659.85,4.359192778,17233.13856,144
2985,2005,100.0,100.0,18.58,3.57,62.541367,42491.914,3.797972642,18098.90854,144
2986,2006,100.0,100.0,17.36,3.7,61.21774,42687.348,5.746396901,19672.96556,144
2987,2007,100.0,100.0,18.35,3.38,60.37234,42242.93,6.980160755,23787.64656,144
2988,2008,100.0,100.0,17.63,4.31,64.472885,46037.57,3.509841517,27483.33717,144
2989,2009,100.0,100.0,19.57,4.9,64.91763,42289.82,-7.548437791,24694.23049,144
2990,2010,100.0,100.0,20.07,4.75,64.02214,42123.36,1.343748472,23509.54314,144
2991,2011,100.0,100.0,19.14,3.88,63.442215,40734.336,0.861327733,25095.13229,144
2992,2012,100.0,100.0,20.22,4.33,63.408356,39508.945,-2.639438757,22643.10025,144
2993,2013,100.0,100.0,22.48,5.11,65.88608,39029.04,-1.029282772,23496.6025,144
2994,2014,100.0,100.0,22.91,6.6,75.62682,39987.75,2.768158831,24214.92207,144
2995,2015,100.0,100.0,21.38,4.35,67.567566,35959.715,2.210081607,20881.76693,144
2996,2016,100.0,100.0,20.96,5.06,66.42021,38266.707,3.191852518,21663.64341,144
2997,2017,100.0,100.0,19.71,4.44,66.853584,38524.098,4.815380632,23455.94473,144
2998,2018,100.0,100.0,20.61,5.22,68.23821,39165.715,4.422521568,26104.10279,144
2999,2019,100.0,100.0,20.86,5.04,68.34487,37905.92,3.250531336,25942.95477,144
3000,2020,100.0,100.0,32.63816497829233,5.58,70.633514,36542.867,-4.229261389,25517.33067,144
3001,2000,4.5170293,8.7,55.26,0.0,0.0,2456.5134,-14.27513698,1017.613757,145
3002,2001,7.4752364,8.7,54.14,0.0,0.0,2508.6143,-7.963378822,965.7656751,145
3003,2002,10.4258585,8.6,52.82,0.0,0.0,2532.751,-2.796546547,795.6015338,145
3004,2003,13.371246,8.6,51.46,0.0,0.0,2587.0967,6.526356439,788.6131193,145
3005,2004,16.313747,8.5,49.91,0.0,0.0,2689.9602,6.652166032,867.1071722,145
3006,2005,19.25571,8.4,49.7,0.0,0.0,2695.842,5.540448674,1014.85528,145
3007,2006,14.4,8.3,48.93,0.0,0.0,2734.6384,4.863123994,1119.693297,145
3008,2007,12.9,8.2,47.42,0.0,0.0,2850.4817,4.453316953,1260.289404,145
3009,2008,28.103497,8.2,46.69,0.0,0.0,2828.8801,5.807115554,1388.963877,145
3010,2009,21.2,8.2,45.79,0.0,0.0,2862.0273,2.556620814,1428.505673,145
3011,2010,34.774807,8.1,45.07,0.0,0.0,2880.25,8.616718602,1604.20583,145
3012,2011,38.679993,8.2,43.61,0.0,0.0,2918.4324,7.2720469,1938.891187,145
3013,2012,42.57421,8.2,43.82,0.0,0.0,2854.3516,1.860465116,2141.821522,145
3014,2013,44.7,8.2,41.83,0.0,0.0,2771.7654,5.331050228,2248.614935,145
3015,2014,50.30676,8.4,45.89,0.0,0.0,2543.9602,1.051262599,2274.887866,145
3016,2015,55.1,8.4,48.64,0.0,0.0,2266.2014,1.415701416,2167.119928,145
3017,2016,58.327194,8.6,48.7,0.0,0.0,2124.6658,5.879864636,2225.486842,145
3018,2017,62.9,8.6,48.98,0.0,0.0,2061.452,5.343587695,2332.844216,145
3019,2018,66.17976,8.9,48.64,0.0,0.0,2107.609,3.94424955,2411.862926,145
3020,2019,69.80942,9.2,48.39,0.0,0.0,2027.3756,1.204049986,2344.048976,145
3021,2020,73.34648,9.1,32.63816497829233,0.0,0.0,1877.3191,-4.317260027,2250.601164,145
3022,2000,1.8925012,0.4,93.28,0.0,0.0,340.10217,3.441610056684874,13283.77434796745,146
3023,2001,4.504616,0.4,93.26,0.0,0.0,332.43317,3.441610056684874,13283.77434796745,146
3024,2002,7.4,0.5,92.58,0.0,0.0,346.37854,3.441610056684874,13283.77434796745,146
3025,2003,9.708441,0.5,92.8,0.0,0.0,334.0552,3.441610056684874,13283.77434796745,146
3026,2004,12.30485,0.6,93.0,0.0,0.0,322.42703,3.441610056684874,13283.77434796745,146
3027,2005,14.900722,0.6,93.3,0.0,0.0,314.66333,3.441610056684874,13283.77434796745,146
3028,2006,15.233786,0.7,93.47,0.0,0.0,307.72528,3.441610056684874,13283.77434796745,146
3029,2007,20.100733,0.7,93.02,0.0,0.0,302.7935,3.441610056684874,13283.77434796745,146
3030,2008,22.71023,0.8,93.37,0.0,0.0,291.0338,3.441610056684874,13283.77434796745,146
3031,2009,25.329666,1.0,93.63,0.0,0.0,283.20413,3.441610056684874,13283.77434796745,146
3032,2010,52.163345,1.1,93.57,0.0,0.0,283.123,3.441610056684874,13283.77434796745,146
3033,2011,51.968113,1.3,93.65,0.0,0.0,278.7153,3.441610056684874,13283.77434796745,146
3034,2012,51.761917,1.4,93.9,0.0,0.0,274.60495,3.441610056684874,13283.77434796745,146
3035,2013,51.53379,1.6,94.4,0.0,0.0,265.8011,3.441610056684874,350.1681618,146
3036,2014,51.293636,1.8,94.64,0.0,0.0,256.69754,7.507100039,374.1147807,146
3037,2015,51.13486,2.0,94.5,0.0,0.0,257.54523,14.89530142,386.437817,146
3038,2016,51.113235,2.3,94.78,0.01,2.9411764,253.76219,8.399345781,389.8220615,146
3039,2017,52.1,2.4,94.9,0.02,5.714286,244.04947,2.592560223,384.4634014,146
3040,2018,50.764977,2.7,94.93,0.02,5.714286,236.28375,7.678879802,389.8313955,146
3041,2019,49.2,2.9,95.03,0.02,5.714286,227.57283,8.081440022,419.3948077,146
3042,2020,49.73087,3.2,32.63816497829233,0.03,7.894737,212.09578,2.440210973,438.2551656,146
3043,2000,72.28246,55.9,16.25,1.79,7.5329566,25321.518,4.200000001,3374.718423,147
3044,2001,70.2,57.8,15.62,2.46,6.706014,25228.531,2.7,2971.819769,147
3045,2002,76.7,60.0,13.88,2.81,7.269512,24361.893,3.700374404,2797.087291,147
3046,2003,78.8,62.1,13.05,1.19,6.3462243,26150.76,2.949075468,4217.11478,147
3047,2004,80.9,64.4,12.29,1.33,6.8392916,28271.896,4.554559907,5409.133489,147
3048,2005,80.8,66.8,10.98,1.75,6.103307,26508.63,5.277051973,6033.101491,147
3049,2006,80.7,69.0,10.74,3.28,5.642434,26793.564,5.603806459,6266.533987,147
3050,2007,82.0,71.4,10.36,1.3,5.6318626,27245.98,5.360474054,6780.884555,147
3051,2008,81.9,73.5,11.55,1.66,5.9859595,28867.244,3.191043886,6350.65271,147
3052,2009,82.6,75.4,10.97,1.86,5.798791,28399.283,-1.538089135,6532.736968,147
3053,2010,82.9,77.1,11.77,2.51,6.342086,28247.576,3.039732881,8148.961202,147
3054,2011,83.6,78.8,11.36,2.49,6.311096,27552.764,3.168556279,8810.930651,147
3055,2012,85.3,80.2,10.6,1.66,5.836447,26770.203,2.396232385,8222.197279,147
3056,2013,85.2,81.5,9.77,1.62,6.3854766,26525.145,2.485468008,7467.079185,147
3057,2014,85.9,82.65,9.85,3.38,7.668245,26411.893,1.413826452,6988.808739,147
3058,2015,85.3,83.4,10.28,6.09,7.3553505,25352.562,1.321862237,6259.839681,147
3059,2016,83.9,84.4,10.53,7.69,9.703801,26236.475,0.664552308,5756.965741,147
3060,2017,84.4,85.2,10.45,10.04,10.563262,26033.504,1.157946952,6690.939847,147
3061,2018,84.7,85.7,10.19,12.22,9.610598,24742.117,1.487617373,7005.095413,147
3062,2019,85.0,86.3,10.5,12.57,11.15706,25511.209,0.113053697,6624.761865,147
3063,2020,84.38554,86.8,32.63816497829233,12.83,11.015995,23568.951,-6.431974826,5655.867654,147
3064,2013,3.6078682,0.0,30.13,0.0,0.0,568.44324,13.12973114,1779.470365,148
3065,2014,4.0971837,0.0,29.85,0.0,0.0,582.4618,3.373648477,1322.820364,148
3066,2015,4.60134,0.0,26.7,0.0,0.0,714.99146,-10.79336463,1119.651437,148
3067,2016,5.1173677,0.0,28.79,0.0,0.0,698.3854,3.441610056684874,13283.77434796745,148
3068,2017,4.2,0.0,28.63,0.0,0.0,635.4426,3.441610056684874,13283.77434796745,148
3069,2018,6.1731696,0.0,28.65,0.01,1.7857143,671.7575,3.441610056684874,13283.77434796745,148
3070,2019,6.707007,0.0,26.65,0.01,1.7857143,747.48596,3.441610056684874,13283.77434796745,148
3071,2020,7.2413383,0.0,32.63816497829233,0.01,1.8518518,703.1351,3.441610056684874,13283.77434796745,148
3072,2000,100.0,100.0,7.88,34.49,43.7715,37495.703,5.24599468,14713.06571,149
3073,2001,100.0,100.0,8.93,49.3,48.487576,39003.945,3.932948843,15355.70317,149
3074,2002,100.0,100.0,7.42,33.17,40.0942,38938.438,2.731022232,17025.53198,149
3075,2003,100.0,100.0,8.92,55.75,45.717064,40418.156,2.981894836,21463.44266,149
3076,2004,100.0,100.0,8.05,50.13,41.56404,41185.832,3.122795242,24861.2828,149
3077,2005,100.0,100.0,7.3,42.27,35.087536,40779.03,3.652032674,26419.29686,149
3078,2006,100.0,100.0,8.49,52.15,38.0275,40681.79,4.102727115,28365.31349,149
3079,2007,100.0,100.0,9.02,58.3,37.6082,40817.645,3.604687971,32549.97098,149
3080,2008,100.0,100.0,9.76,62.15,38.986706,39067.87,0.887145182,35366.2596,149
3081,2009,100.0,100.0,12.25,74.08,43.50839,35904.375,-3.763231927,32042.47408,149
3082,2010,100.0,100.0,14.44,97.77,53.583763,36714.2,0.163010231,30502.71971,149
3083,2011,100.0,100.0,14.79,87.53,49.850708,35901.07,-0.814373455,31636.44631,149
3084,2012,100.0,100.0,15.83,86.97,50.529327,35681.477,-2.959441302,28324.42934,149
3085,2013,100.0,100.0,16.99,111.42,59.739937,34008.008,-1.435394259,29059.54795,149
3086,2014,100.0,100.0,17.41,110.26,60.94784,33478.24,1.383907943,29461.55033,149
3087,2015,100.0,100.0,16.33,97.09,55.604,33920.24,3.83517266,25732.01836,149
3088,2016,100.0,100.0,17.21,104.63,60.201332,34212.625,3.03130133,26505.34322,149
3089,2017,100.0,100.0,15.71,87.93,53.488457,34520.543,2.973641191,28100.58624,149
3090,2018,100.0,100.0,17.42,103.88,58.720753,34986.293,2.288785676,30349.7521,149
3091,2019,100.0,100.0,17.27,100.99,58.82092,33764.863,2.085191421,29555.3157,149
3092,2020,100.0,100.0,32.63816497829233,113.79,66.25726,30391.29,-10.82288649,27063.19392,149
3093,2000,70.2628,16.9,64.16,3.17,49.14729,2851.8083,6.00003316,869.696285,150
3094,2001,63.6,17.5,62.93,3.09,47.32006,2750.116,-1.545408134,832.8035723,150
3095,2002,80.7,17.9,62.1,2.68,39.411762,2799.956,3.964675686,867.4914868,150
3096,2003,74.99882,18.5,61.31,3.27,44.129555,2852.4663,5.940269078,982.195697,150
3097,2004,76.56858,18.7,61.61,2.94,37.309643,2745.2893,5.445061278,1065.784437,150
3098,2005,78.13781,19.5,60.08,3.43,38.409855,3140.5315,6.241748045,1248.698185,150
3099,2006,82.05,19.8,62.18,3.86,45.897743,3338.2832,7.6682919,1435.816813,150
3100,2007,80.0,20.3,60.2,3.94,41.430073,3358.7993,6.796826119,1630.388906,150
3101,2008,82.86739,20.9,61.58,4.16,43.243244,3134.0298,5.950088145,2037.322103,150
3102,2009,87.09,21.3,63.51,3.94,40.998962,3147.0713,3.538912053,2090.401826,150
3103,2010,85.3,21.7,61.85,5.69,54.44976,3368.2034,8.015967371,2799.648738,150
3104,2011,87.76,22.3,59.25,4.72,42.180515,3623.197,8.404733021,3200.861132,150
3105,2012,87.0,23.0,60.7,3.48,30.606861,3708.9927,9.144572246,3350.521876,150
3106,2013,90.2,24.0,59.88,7.14,61.234993,3748.5815,3.39573265,3610.289363,150
3107,2014,92.660515,24.8,57.31,4.87,40.685043,4007.7144,4.960700592,3819.25353,150
3108,2015,94.35187,25.75,52.89,6.34,49.842766,4476.9307,5.007683305,3843.780672,150
3109,2016,97.5,26.9,50.92,4.68,34.185535,4878.142,4.486634531,3886.291502,150
3110,2017,97.5,28.2,49.33,4.59,31.245747,4726.284,3.578169679,4077.043841,150
3111,2018,99.56487,29.4,51.4,7.04,47.058823,4876.866,3.272000479,4059.20823,150
3112,2019,99.75857,30.6,49.91,5.71,35.934547,4973.5986,2.255176529,3852.265603,150
3113,2020,100.0,32.2,32.63816497829233,5.94,38.1258,4853.1104,-3.569076137,3680.673477,150
3114,2000,23.0,7.6,80.42,1.35,52.325584,1182.5435,6.345867769,366.172742,151
3115,2001,29.255226,9.5,79.38,1.45,51.23675,1239.9237,6.500360421,456.6242379,151
3116,2002,29.525602,11.2,76.76,1.5,48.54369,1434.762,6.006471536,512.4412582,151
3117,2003,29.790567,13.4,77.0,1.33,39.93994,1455.1571,6.288808161,586.7532114,151
3118,2004,30.052393,15.5,75.4,1.26,36.416183,1560.1315,5.140888518,711.9219842,151
3119,2005,30.313347,17.9,72.28,1.42,37.36842,1767.6344,5.643515513,914.1665223,151
3120,2006,30.575792,21.3,69.25,1.56,34.977577,2052.4446,6.531411747,1143.932251,151
3121,2007,30.842442,24.15,65.64,1.66,33.603237,2118.6284,5.735274237,1461.315914,151
3122,2008,19.97,26.6,63.51,1.64,30.370369,2246.169,3.846744731,1551.085771,151
3123,2009,29.0,29.7,63.12,3.35,52.180683,2354.9653,-2.767704366,1202.557881,151
3124,2010,38.039776,32.5,61.32,6.2,82.666664,2604.3655,3.858241952,1338.443724,151
3125,2011,39.820805,35.6,63.68,6.48,77.326965,2462.639,-3.213532093,1366.410905,151
3126,2012,41.591995,38.95,63.76,6.8,72.88317,2326.128,-17.0046884,1039.762051,151
3127,2013,43.343517,40.95,65.7,8.41,82.20919,2385.0166,1.955144633,1160.535552,151
3128,2014,44.9,43.3,64.91,9.04,80.21295,2378.8403,4.661379542,1303.838955,151
3129,2015,46.903107,45.4,63.02,8.73,68.09672,2384.2434,1.910176891,1329.635962,151
3130,2016,48.849403,47.9,59.52,8.5,60.283688,2684.0552,3.467642184,1069.839957,151
3131,2017,50.75472,49.8,60.47,9.77,64.19186,2654.5432,0.709256285,1011.521216,151
3132,2018,52.447002,51.3,61.27,10.08,63.39623,2554.7512,-2.68093055,740.746767,151
3133,2019,53.96254,53.6,62.23,10.33,63.33538,2459.3628,-2.178251045,610.9278615,151
3134,2020,55.3897,54.7,32.63816497829233,10.79,65.513054,2378.228,-3.629805626,486.4188163,151
3135,2000,95.49438,77.9,23.63,0.71,50.714287,17458.83,2.099998868,2012.281651,152
3136,2001,95.397385,78.85,24.14,0.73,51.40845,16939.615,4.200000421,1750.576737,152
3137,2002,95.292816,79.8,27.79,0.74,51.748253,18476.682,2.800000689,2267.753984,152
3138,2003,95.18301,80.9,24.64,0.75,52.083332,16105.433,6.299999433,2611.377493,152
3139,2004,95.07031,82.0,22.63,0.76,52.41379,18010.424,8.500000185,3006.183233,152
3140,2005,94.95708,82.8,18.88,0.82,53.94737,18127.873,4.500000211,3590.648183,152
3141,2006,91.01984,83.5,22.09,0.86,55.12821,19537.414,5.793543585,5197.747907,152
3142,2007,94.738884,84.6,24.59,0.86,55.12821,18059.73,5.111487778,5744.759727,152
3143,2008,94.639275,85.3,26.19,0.86,55.12821,21127.252,4.143406812,6831.983622,152
3144,2009,94.549614,86.3,26.47,0.86,55.12821,21246.133,3.013698983,7408.360786,152
3145,2010,91.19752,87.1,22.1,1.2,71.42858,25234.633,5.168825152,8255.874872,152
3146,2011,94.410934,88.0,21.16,1.03,54.497356,20305.736,5.849367672,8263.203803,152
3147,2012,94.36734,89.0,15.77,0.82,43.386242,21876.135,2.690349747,9200.974786,152
3148,2013,94.34358,89.8,17.63,0.83,43.229168,20840.512,2.933441652,9402.164419,152
3149,2014,94.33763,90.6,12.85,0.55,28.645834,20081.727,0.255503032,9471.922001,152
3150,2015,94.89523,91.2,11.59,0.49,25.128204,18293.592,-3.411096013,9168.237157,152
3151,2016,95.816315,92.0,11.29,0.8,41.666668,18815.174,-4.915786469,5872.789429,152
3152,2017,96.696335,92.7,14.96,0.93,49.468086,21698.678,1.567191065,6295.560562,152
3153,2018,97.4,93.3,17.55,1.0,52.910053,21688.73,4.948270766,6938.086981,152
3154,2019,97.82542,93.9,14.4,0.96,49.230766,21629.324,1.098467778,6853.693411,152
3155,2020,98.20477,94.5,32.63816497829233,0.98,51.041668,20356.205,-15.90795119,4916.605666,152
3156,2000,100.0,100.0,39.82,83.14,96.71556,72085.086,4.766348871,29624.91267,153
3157,2001,100.0,100.0,37.38,83.32,96.18192,77094.32,1.449498618,27247.85773,153
3158,2002,100.0,100.0,35.85,71.15,94.92842,71925.88,2.196921062,29899.19525,153
3159,2003,100.0,100.0,34.56,58.73,93.17527,68647.01,2.30981059,37321.7979,153
3160,2004,100.0,100.0,35.49,68.18,96.03138,73592.02,4.336856154,42821.67314,153
3161,2005,100.0,100.0,39.3,81.23,96.994385,75121.83,2.85880324,43437.06312,153
3162,2006,100.0,100.0,40.08,71.06,96.34282,70265.69,4.662773552,46593.60216,153
3163,2007,100.0,100.0,41.75,77.43,97.02996,70870.68,3.439221776,53700.00534,153
3164,2008,100.0,100.0,43.2,81.41,96.93129,69369.7,-0.450559257,56152.55234,153
3165,2009,100.0,100.0,45.71,79.81,96.61786,63081.84,-4.339790575,46946.96027,153
3166,2010,100.0,100.0,44.7,82.09,94.25396,66485.91,5.952107008,52869.04429,153
3167,2011,100.0,100.0,45.43,84.09,96.19377,64929.965,3.195333235,60755.75955,153
3168,2012,100.0,100.0,48.29,98.3,97.54251,68276.21,-0.588304569,58037.82132,153
3169,2013,100.0,100.0,47.27,82.69,97.46455,63351.668,1.187775716,61126.9432,153
3170,2014,100.0,100.0,48.61,85.74,98.09183,62421.89,2.657798275,60020.36046,153
3171,2015,100.0,100.0,51.91,102.5,98.055565,63877.484,4.489281588,51545.48361,153
3172,2016,100.0,100.0,50.89,89.13,97.65219,62081.117,2.070593151,51965.15715,153
3173,2017,100.0,100.0,51.81,95.06,97.88711,63417.605,2.567924525,53791.50873,153
3174,2018,100.0,100.0,51.54,91.15,97.75955,61487.004,1.950022846,54589.06039,153
3175,2019,100.0,100.0,52.88,98.94,98.010925,63283.47,1.986195874,51939.42974,153
3176,2020,100.0,100.0,32.63816497829233,112.15,98.5103,59395.523,-2.948127879,52274.40879,153
3177,2000,100.0,100.0,18.19,34.0,95.74089,50728.715,3.976409234,38952.0342,154
3178,2001,100.0,100.0,18.72,38.44,95.917755,53862.72,1.575817262,39727.84667,154
3179,2002,100.0,100.0,18.19,32.47,95.43595,49782.92,-0.005506463,42578.76314,154
3180,2003,100.0,100.0,18.03,32.11,95.31761,48884.53,-0.046846373,49470.39713,154
3181,2004,100.0,100.0,18.1,31.12,95.104774,47846.156,2.821528115,54878.471,154
3182,2005,100.0,100.0,18.73,28.85,94.49286,45606.344,2.882638434,56546.78566,154
3183,2006,100.0,100.0,18.07,28.46,94.64871,47162.11,4.015007608,59300.61722,154
3184,2007,100.0,100.0,19.31,32.56,95.14986,46220.9,3.995722246,65359.51922,154
3185,2008,100.0,100.0,19.55,33.41,95.15306,47155.75,2.755511436,74572.23237,154
3186,2009,100.0,100.0,19.97,33.03,95.18459,46436.273,-2.07963322,72083.1677,154
3187,2010,100.0,100.0,20.56,33.53,94.649475,44714.965,3.268101656,77117.12601,154
3188,2011,100.0,100.0,20.57,30.3,94.35811,41971.254,1.920445985,91254.03476,154
3189,2012,100.0,100.0,21.88,36.32,94.53016,43889.645,1.217193657,86547.67089,154
3190,2013,100.0,100.0,21.83,36.37,94.622986,44514.03,1.821667791,88109.48675,154
3191,2014,100.0,100.0,22.2,36.2,94.88929,41980.58,2.446845157,89684.70758,154
3192,2015,100.0,100.0,23.94,36.73,94.64199,40582.914,1.657768711,84776.14217,154
3193,2016,100.0,100.0,24.1,33.57,93.58261,37755.19,2.045186469,83073.28008,154
3194,2017,100.0,100.0,24.99,33.45,93.518196,37489.188,1.584819616,83352.08865,154
3195,2018,100.0,100.0,24.2,34.32,94.31508,37794.062,2.916905098,86388.40495,154
3196,2019,100.0,100.0,24.76,37.64,94.61654,39156.45,1.210992207,85334.51946,154
3197,2020,100.0,100.0,32.63816497829233,40.79,94.62908,35766.375,-2.392826042,87097.03645,154
3198,2000,98.46774,36.5,62.41,13.77,98.497856,9375.051,8.324324495,138.4291467,155
3199,2001,98.6331,40.0,64.07,14.06,98.80534,9605.366,9.580836178,171.0480646,155
3200,2002,99.0,44.1,64.15,15.01,99.14134,9681.626,10.80000376,190.0026776,155
3201,2003,100.0,48.0,64.58,16.17,99.02021,9982.501,10.99999908,237.7573352,155
3202,2004,98.62709,52.15,61.41,16.18,99.14216,9975.018,10.29999894,311.6272313,155
3203,2005,99.3,56.0,63.73,16.8,99.29077,10009.744,6.699998517,340.5831832,155
3204,2006,98.61654,59.65,61.57,16.53,98.62769,9612.615,7.000003211,408.8384135,155
3205,2007,98.61672,62.6,53.79,16.94,97.80601,8899.638,7.800000119,526.6432883,155
3206,2008,98.62414,65.3,54.61,16.64,97.939964,8418.195,7.899998272,715.8657063,155
3207,2009,99.0,67.7,60.58,15.74,98.62155,7411.4946,3.900001148,676.1235111,155
3208,2010,98.6715,69.9,61.83,16.24,99.815605,7504.4023,6.499999086,749.5524123,155
3209,2011,98.71686,71.9,59.98,16.04,99.75125,7255.999,7.4000006,847.3824321,155
3210,2012,99.1,73.4,55.8,16.73,99.583336,7500.7905,7.499999463,969.2961039,155
3211,2013,98.86355,74.85,55.12,16.9,99.76387,7599.0825,7.399999747,1048.225602,155
3212,2014,98.96462,76.5,45.89,15.84,99.06191,7586.009,6.70000069,1104.172358,155
3213,2015,98.0,77.3,48.11,16.83,99.11661,7419.728,5.999999264,978.4049812,155
3214,2016,99.20831,78.7,41.16,16.47,96.71168,7461.84,6.89999962,807.1025861,155
3215,2017,99.3,79.7,41.69,16.96,94.85458,7440.846,7.100001403,848.6723799,155
3216,2018,99.3,80.9,39.47,18.21,93.48049,7761.8164,7.599999387,853.2188734,155
3217,2019,99.63321,81.6,38.56,19.17,93.10345,8041.5947,7.399999638,890.5444024,155
3218,2020,99.7793,82.4,32.63816497829233,18.11,91.789154,7819.3896,4.499999517,859.1379611,155
3219,2000,82.1,56.9,21.82,6.38,7.126103,11764.549,4.455247043,2007.735271,156
3220,2001,90.45138,58.6,19.89,6.76,7.061527,12293.458,3.44424901,1893.264239,156
3221,2002,91.08022,61.1,19.91,8.07,7.944477,13208.064,6.149036052,2096.187802,156
3222,2003,91.70383,63.0,20.21,8.36,7.6718354,14080.671,7.189243303,2359.116831,156
3223,2004,92.32455,64.6,19.89,7.63,6.516355,15161.756,6.289342143,2660.126835,156
3224,2005,92.94473,66.4,20.11,7.42,6.0325203,15521.235,4.187638429,2894.062656,156
3225,2006,99.1462,68.2,20.53,9.82,7.598855,15733.904,4.967810892,3369.543198,156
3226,2007,94.19337,69.6,21.61,10.2,7.708585,16149.867,5.435151691,3973.017172,156
3227,2008,94.82717,71.1,22.63,8.95,6.562546,16027.417,1.725698849,4379.658787,156
3228,2009,98.96,72.6,22.83,9.09,6.626331,16344.104,-0.690618232,4213.006654,156
3229,2010,99.7,73.6,22.83,8.58,5.708583,17299.504,7.513390533,5076.339872,156
3230,2011,99.35184,74.7,22.96,11.83,8.039962,17644.098,0.840132083,5492.1215,156
3231,2012,99.10863,75.9,23.56,13.42,8.539612,18817.51,7.242796202,5860.581471,156
3232,2013,99.440575,77.1,23.21,12.33,7.6765037,18809.137,2.687495563,6168.261356,156
3233,2014,99.461945,77.9,24.41,13.68,8.395728,19310.582,0.984468864,5951.883487,156
3234,2015,99.6,78.9,22.65,13.33,7.994962,19661.768,3.134047249,5840.053067,156
3235,2016,99.84996,80.1,22.43,15.97,8.984024,19981.582,3.435157717,5993.305516,156
3236,2017,99.9,80.8,22.25,19.92,10.957095,20264.654,4.177681032,6593.818352,156
3237,2018,99.82,81.7,23.7,25.84,14.190005,20834.088,4.189585496,7296.879608,156
3238,2019,99.9,82.7,23.96,28.02,14.700173,20792.385,2.266433672,7817.009671,156
3239,2020,100.0,83.6,32.63816497829233,24.73,13.796373,19298.086,-6.098983843,7186.874092,156
3240,2000,16.956234,0.5,77.11,0.1,58.82353,918.548,-0.783479606,302.958592,157
3241,2001,19.600367,0.6,82.05,0.05,41.666668,790.456,0.823438749,292.8231035,157
3242,2002,21.352861,0.7,78.66,0.09,59.999996,844.63257,3.82662258,328.3981073,157
3243,2003,23.100119,0.8,74.79,0.12,70.588234,1026.2677,6.720171423,396.9205798,157
3244,2004,24.844492,1.0,76.14,0.08,44.444443,983.6732,-0.978665335,413.3298662,157
3245,2005,26.588327,1.3,77.22,0.07,38.888885,934.8484,-4.666299382,406.562366,157
3246,2006,27.9,1.6,79.65,0.09,42.857143,792.30255,2.6501321,408.0571173,157
3247,2007,30.084267,1.9,79.9,0.09,49.999996,939.68665,-1.175120391,449.7382505,157
3248,2008,31.841726,2.4,76.51,0.09,75.0,1089.204,4.062252827,546.3503702,157
3249,2009,33.609127,2.9,63.38,0.11,78.57143,1878.3422,5.537910973,540.6087126,157
3250,2010,30.791744,3.4,65.81,0.09,52.941177,1746.39,6.099259163,534.0447826,157
3251,2011,39.7,4.0,69.1,0.1,83.333336,1573.317,6.398199053,587.0974928,157
3252,2012,38.998062,4.5,72.65,0.09,81.818184,1360.6296,6.543507029,571.8067239,157
3253,2013,40.831367,5.3,76.19,0.04,40.0,1350.6348,6.112343077,621.3988536,157
3254,2014,45.7,6.0,81.44,0.12,60.0,1142.6974,5.920588573,640.9342196,157
3255,2015,44.64759,6.6,81.03,0.06,16.216215,868.2643,5.742868453,570.9099672,157
3256,2016,46.76501,7.3,80.65,0.2,46.511627,1134.5723,5.559079305,803.1518934,157
3257,2017,48.0,8.0,77.73,0.21,27.272728,1072.4285,4.347748238,830.7452767,157
3258,2018,50.0,8.6,75.08,0.21,36.842106,1253.3207,4.9762131,901.5230169,157
3259,2019,52.36311,9.25,76.21,0.25,35.714287,1304.0579,5.459921448,893.3524541,157
3260,2020,53.997433,10.1,32.63816497829233,0.15,25.862072,1152.5186,1.752824967,914.9507925,157
3261,2000,85.57863,35.9,2.48,0.0,0.0,4269.8066,0.875990063,2091.113009,158
3262,2001,86.293625,38.05,2.7,0.0,0.0,3823.2922,3.748925693,1839.086867,158
3263,2002,87.00104,40.5,2.48,0.0,0.0,4121.7227,4.848012814,1845.669127,158
3264,2003,87.70322,42.8,2.01,0.0,0.0,5048.9946,2.308045494,2030.775469,158
3265,2004,88.40251,45.8,2.15,0.0,0.0,4648.0396,-2.410700609,2301.654115,158
3266,2005,89.101265,47.9,2.15,0.0,0.0,4922.036,0.081033894,2594.418739,158
3267,2006,92.3,50.7,1.86,0.0,0.0,5507.4424,-0.148635323,2873.076637,158
3268,2007,90.50704,53.1,2.17,0.0,0.0,4695.1675,0.271095291,2910.145122,158
